news_title,news_category,created_at,scrapped_at,url,image
"Tari Sigeh Pengunten dari Lampung: Sejarah Singkat, Fungsi, dan Gerak",REGIONAL,07-09-2024,2024-09-08 07:03:39,https://regional.kompas.com/read/2024/09/07/214501478/tari-sigeh-pengunten-dari-lampung-sejarah-singkat-fungsi-dan-gerak,https://asset.kompas.com/crops/y_XYH3WMa2gy6REY-AwadrudymQ=/0x0:0x0/230x152/data/photo/2021/04/28/60891fbd220a2.jpg
"Uskup Agung Jakarta Tak Mau Deklarasi Istiqlal Hanya Tersimpan di Laci, Ingin Gerakan Lanjutan",NEWS,07-09-2024,2024-09-08 07:03:39,https://nasional.kompas.com/read/2024/09/07/21350301/uskup-agung-jakarta-tak-mau-deklarasi-istiqlal-hanya-tersimpan-di-laci-ingin,https://asset.kompas.com/crops/gJZbECOagNa5JWomr7LWOCQ6NYw=/0x0:0x0/230x152/data/photo/2024/09/06/66dad5761ecea.jpg
"Bocoran Tim Pemenangan Risma-Gus Hans, Ada Menpan RB dan Wali Kota Surabaya",REGIONAL,07-09-2024,2024-09-08 07:03:40,https://surabaya.kompas.com/read/2024/09/07/213324578/bocoran-tim-pemenangan-risma-gus-hans-ada-menpan-rb-dan-wali-kota-surabaya,https://asset.kompas.com/crops/7dlvdHoJR9TW0dSm6vwlnXYqilU=/0x0:0x0/230x152/data/photo/2024/09/07/66dc3f4462aeb.jpg
"AS Konfirmasi Kasus Flu Burung Pertama Tanpa Kontak dengan Hewan, Apa Kata WHO?",GLOBAL,07-09-2024,2024-09-08 07:03:40,https://www.kompas.com/global/read/2024/09/07/213221870/as-konfirmasi-kasus-flu-burung-pertama-tanpa-kontak-dengan-hewan-apa-kata,https://asset.kompas.com/crops/uzOyE90zRE8i41K-uQ6dlzqPfP0=/0x0:500x333/230x152/data/photo/2023/02/25/63f9a183327ed.jpg
"Link Live Streaming Irlandia Vs Inggris, Kickoff 23.00 WIB",BOLA,07-09-2024,2024-09-08 07:03:41,https://bola.kompas.com/read/2024/09/07/21302818/link-live-streaming-irlandia-vs-inggris-kickoff-2300-wib,https://asset.kompas.com/crops/-Ovxjc55Lcl3fkAldpeCdeXgaH0=/120x1:655x358/230x152/data/photo/2024/07/14/6692e44adcd99.jpeg
"Demi Sapa Penggemar di Indonesia, Kim Soo Hyun Belajar Sebut Huruf ""R""",HYPE,07-09-2024,2024-09-08 07:03:41,https://www.kompas.com/hype/read/2024/09/07/213011566/demi-sapa-penggemar-di-indonesia-kim-soo-hyun-belajar-sebut-huruf-r,https://asset.kompas.com/crops/ngdnksc-quWgXnyF-AviHNNYjxc=/0x0:0x0/230x152/data/photo/2024/09/07/66dc4d0436649.jpg
Dosen Unesa Jelaskan Gejala dan Cara Pencegahan Penularan Cacar Monyet,EDUKASI,07-09-2024,2024-09-08 07:03:42,https://www.kompas.com/edu/read/2024/09/07/212807171/dosen-unesa-jelaskan-gejala-dan-cara-pencegahan-penularan-cacar-monyet,https://asset.kompas.com/crops/bp_uNVxeeKJaZeG3BslfqLtpRyY=/0x0:800x533/230x152/data/photo/2023/11/16/6555bb4c02e24.jpg
"Sejarah Brunch, Dulu Tren Orang-orang Kaya",FOOD,07-09-2024,2024-09-08 07:03:42,https://www.kompas.com/food/read/2024/09/07/212738775/sejarah-brunch-dulu-tren-orang-orang-kaya,https://asset.kompas.com/crops/wgZe0PgpraTzGpL41no558WOHHM=/0x0:6000x4000/230x152/data/photo/2024/02/22/65d76daea143e.jpg
Studi: Industri Peternakan Sapi Dapat Kurangi Emisi Hingga 30 Persen,LESTARI,07-09-2024,2024-09-08 07:03:43,https://lestari.kompas.com/read/2024/09/07/212707986/studi-industri-peternakan-sapi-dapat-kurangi-emisi-hingga-30-persen,https://asset.kompas.com/crops/2thwtDP9c6_TNgJ0tlkncbOIOI8=/0x2:1920x1282/230x152/data/photo/2024/03/05/65e6e19e868b3.jpg
"Remaja yang Tewas Usai Muntah Darah di Puncak Bogor Diduga Korban ""Bullying""",REGIONAL,07-09-2024,2024-09-08 07:03:43,https://bandung.kompas.com/read/2024/09/07/212255578/remaja-yang-tewas-usai-muntah-darah-di-puncak-bogor-diduga-korban-bullying,https://asset.kompas.com/crops/uI953Ca2fVjxkiu3UQwGs2McoZ0=/0x0:750x500/230x152/data/photo/2023/07/04/64a3e568208ed.jpg
Cara Maudy Ayunda Padu Padan Kemeja Oversized agar Tetap Feminin,LIFESTYLE,07-09-2024,2024-09-08 07:03:44,https://lifestyle.kompas.com/read/2024/09/07/212100720/cara-maudy-ayunda-padu-padan-kemeja-oversized-agar-tetap-feminin,https://asset.kompas.com/crops/3qsY3X_oEC8k_XlvuieSJCw9DnU=/0x0:0x0/230x152/data/photo/2024/09/06/66da8781c23af.jpeg
Cara Mudah Daftar Akun SSCASN untuk CPNS 2024,MONEY,07-09-2024,2024-09-08 07:03:44,https://money.kompas.com/read/2024/09/07/212037526/cara-mudah-daftar-akun-sscasn-untuk-cpns-2024,https://asset.kompas.com/crops/kkxGzMYOYiyyM4vDg_wJBZTqr5Q=/156x0:1587x954/230x152/data/photo/2024/08/19/66c32dea7308c.png
